kl:0.02000,lr_multiplier:0.296,loss:2.852381467819214,entropy:2.445377826690674,explained_var_old:0.594,explained_var_new:0.670
kl:0.01811,lr_multiplier:0.296,loss:2.8343145847320557,entropy:2.5012614727020264,explained_var_old:0.601,explained_var_new:0.677
kl:0.01249,lr_multiplier:0.296,loss:2.8535029888153076,entropy:2.4968760013580322,explained_var_old:0.565,explained_var_new:0.640
kl:0.01651,lr_multiplier:0.296,loss:2.892854928970337,entropy:2.5300798416137695,explained_var_old:0.539,explained_var_new:0.614
kl:0.01843,lr_multiplier:0.296,loss:2.8939452171325684,entropy:2.5280864238739014,explained_var_old:0.543,explained_var_new:0.620
kl:0.01474,lr_multiplier:0.296,loss:2.79514741897583,entropy:2.480919599533081,explained_var_old:0.592,explained_var_new:0.678
kl:0.01394,lr_multiplier:0.296,loss:2.880948305130005,entropy:2.47686767578125,explained_var_old:0.518,explained_var_new:0.584
kl:0.02033,lr_multiplier:0.296,loss:2.8961589336395264,entropy:2.4280447959899902,explained_var_old:0.511,explained_var_new:0.593
kl:0.02965,lr_multiplier:0.296,loss:2.9868881702423096,entropy:2.5484471321105957,explained_var_old:0.475,explained_var_new:0.553
kl:0.01485,lr_multiplier:0.296,loss:2.8200020790100098,entropy:2.5408072471618652,explained_var_old:0.593,explained_var_new:0.670
kl:0.02062,lr_multiplier:0.296,loss:2.9545493125915527,entropy:2.4783852100372314,explained_var_old:0.448,explained_var_new:0.520
kl:0.01889,lr_multiplier:0.296,loss:2.9092042446136475,entropy:2.497842311859131,explained_var_old:0.506,explained_var_new:0.607
kl:0.02174,lr_multiplier:0.296,loss:2.8478946685791016,entropy:2.4514944553375244,explained_var_old:0.535,explained_var_new:0.613
kl:0.02557,lr_multiplier:0.296,loss:2.8866515159606934,entropy:2.413762092590332,explained_var_old:0.498,explained_var_new:0.584
kl:0.02058,lr_multiplier:0.296,loss:2.914827346801758,entropy:2.5012850761413574,explained_var_old:0.510,explained_var_new:0.580
kl:0.01713,lr_multiplier:0.296,loss:3.0485758781433105,entropy:2.5259299278259277,explained_var_old:0.346,explained_var_new:0.475
kl:0.02756,lr_multiplier:0.296,loss:3.0372655391693115,entropy:2.553556203842163,explained_var_old:0.415,explained_var_new:0.498
kl:0.02924,lr_multiplier:0.296,loss:2.8644907474517822,entropy:2.4598147869110107,explained_var_old:0.499,explained_var_new:0.576
kl:0.03126,lr_multiplier:0.296,loss:2.8127763271331787,entropy:2.417573928833008,explained_var_old:0.516,explained_var_new:0.601
kl:0.02608,lr_multiplier:0.296,loss:2.9428606033325195,entropy:2.510446548461914,explained_var_old:0.500,explained_var_new:0.600
